949,2234,4533.313569,383.8610835,1434.752586,2694.979258,295.8482401,1072.116544,1743.414918,0.0421,0.0421,0.0421,949,2234,4533.313569,479.56835,1600.871072,2905.781152,357.8,1191.1,1797.5,0.051365401,0.064687201,0.064687201
775.2603249,1802.253388,2946.332139,327.054207,1197.246031,1870.948192,266.4306658,943.6708211,1344.801059,0.079,0.079,0.079,775.2603249,1802.253388,2946.332139,408.2597747,1335.403584,2016.354779,322.1,1048.1,1386.3,0.097700546,0.096931996,0.105594229
693.749057,1615.376816,3041.583226,300.4028361,1094.444042,1920.406776,252.6291908,888.0745625,1368.725979,0.0967,0.0967,0.0967,693.749057,1615.376816,3041.583225,374.8048233,1220.499025,2069.738408,305.3,986.3,1411,0.116247523,0.121267773,0.1225775
866,1496.342367,2946.332139,356.7229486,1028.962435,1870.948192,281.7946932,852.661509,1344.801059,0.0477,0.0477,0.0477,866,1496.342367,2946.332139,445.5023732,1147.308465,2016.354779,340.8,946.8,1386.3,0.071413993,0.057742995,0.071413993
602.3486798,1713,3041.583226,270.5180678,1148.147175,1920.406776,237.1532934,917.1177097,1368.725979,0.0541,0.0541,0.0541,602.3486798,1713,3041.583225,337.2910506,1280.524467,2069.738408,286.5,1018.6,1411,0.0778396,0.0541464,0.0778396
528.5123894,1475.847425,3041.583226,246.3761496,1017.688037,1920.406776,224.6513443,846.5642113,1368.725979,0.0376,0.0376,0.0376,528.5123894,1475.847425,3041.583225,306.9861667,1134.706766,2069.738408,271.4,940.1,1411,0.0598976,0.0467622,0.0598976
717,1778,3331.654564,308.0050919,1183.904088,2071.024665,256.5660368,936.4553761,1441.585341,0.0556,0.0556,0.0556,717,1778,3331.654563,384.3477882,1320.490934,2232.30937,310.1,1040.1,1486.1,0.0797312,0.0556416,0.0797312
1034.744734,1702.412375,3374.665711,411.8966515,1142.322856,2093.357958,310.3665248,913.967864,1452.388769,0.0713,0.0713,0.0713,1034.744734,1702.412375,3374.66571,514.7608573,1274.014468,2256.415039,375.5,1015.1,1497.3,0.09636478,0.09636478,0.09636478
696.3927962,1425.57698,3415.475519,301.2672475,990.0339456,2114.548219,253.0768283,831.6086252,1462.63927,0.0645,0.0645,0.0645,696.3927962,1425.57698,3415.475519,375.8899023,1103.797042,2279.286964,305.9,923.4,1507.8,0.080918007,0.084596563,0.088663863
1889,1605,3541.206953,691.2086358,1088.735689,2179.83355,455.0088916,884.9874331,1494.220164,0.0561,0.0561,0.0561,1889,1605,2959.786769,865.3757988,1214.118645,2023.895448,551.1,982.8,1389.8,0.080144,0.080144,0.080144
1008,1630.636571,3041.583226,403.1520469,1102.83853,1920.406776,305.8381108,892.6143787,1368.725979,0.0515,0.0515,0.0515,1008,1630.636571,3041.583225,503.7839239,1229.881771,2069.738408,370,991.3,1411,0.0792,0.0792,0.0792
897.9216823,1757.059424,1271.097384,367.1602368,1172.384545,830.551082,287.1996674,930.2255011,1368.725979,0.0573,0.0573,0.0573,897.9216823,1757.059424,3041.583225,458.6040996,1307.615229,2069.738408,347.3,1033.2,1411,0.078724049,0.080998965,0.080998965
1148,1730,3541.206953,448.9272143,1157.498983,2179.83355,329.5428887,922.1752532,1494.220164,0.0591,0.0591,0.0591,1148,1730,3541.206953,561.2446078,1290.977236,2349.753355,398.8,1024.2,1540.4,0.0688482,0.0829856,0.0829856
761,1317.2476,3331.654564,322.391573,930.4412653,2071.024665,264.0161098,799.3803573,1441.585341,0.0494,0.0494,0.0494,761,1317.2476,3331.654563,402.4068603,1037.188695,2232.30937,319.2,887.5,1486.1,0.07333,0.04944,0.07333
1229.605588,1673.896138,3541.206953,475.6094247,1126.635892,2179.83355,343.360334,905.4842104,1494.220164,0.0713,0.0713,0.0713,1229.605588,1673.896137,3541.206953,594.7382714,1256.480725,2349.753355,415.5,1005.6,1540.4,0.083747394,0.090681956,0.096403289
827,1630.636571,3041.583226,343.9712948,1102.83853,1920.406776,275.1912194,892.6143787,1368.725979,0.0823,0.0823,0.0823,827,1630.636571,3041.583225,429.4954684,1229.881771,2069.738408,332.7,991.3,1411,0.092238219,0.092238219,0.106910958
846,1317.2476,4215.334484,350.1836389,930.4412653,2529.87043,278.4082964,799.3803573,1663.54576,0.0443,0.0443,0.0443,846,1317.2476,4103.112645,437.293704,1037.188695,2664.674331,336.6,887.5,1686,0.0442608,0.0442608,0.0442608
855,1475,3541.206953,353.1263283,1017.221863,2179.83355,279.932175,846.3121002,1494.220164,0.0903,0.0903,0.0903,855,1475,3541.206953,440.9876051,1134.185711,2349.753355,338.5,939.8,1540.4,0.1163456,0.1163456,0.1163456
1101,1299.341706,3350.704781,433.5598366,920.5911192,2080.916382,321.5848561,794.053308,1446.370325,0.0383,0.0383,0.0383,1101,1299.341706,3167.324047,541.9542354,1026.17892,2140.21006,389.1,881.6,1443.5,0.0601934,0.04704605,0.0601934
