Ecuador,0.1392,0.1392,0.1392,0.0795,0.1,0.075,603.0836317,1438.433835,2432.606942,3368.067592,400.966189,1229.527473,2249.606731,3068.165852,241.8942343,1021.755539,1982.742259,2681.872385,218.4282753,980.9833665,1896.984708,2557.166158,196.9934632,943.9352435,1808.17883,2433.87406,191.2472267,920.0703895,1774.466012,2386.970015,185.4163774,896.8547759,1739.078619,2338.709141
Egypt,0.1054,0.1054,0.1054,0.0708,0.1,0.075,560.0890226,1547.478913,2497.711178,3458.749966,388.2417123,1276.929973,2278.722619,3108.720782,238.9268719,1038.682448,1993.486107,2696.837274,217.2788583,988.1463322,1901.443861,2563.377223,196.5449299,946.9734031,1810.036835,2436.462037,191.0555747,921.3785543,1775.270113,2388.090032,185.3344872,897.4180429,1739.426615,2339.193858
El Salvador,0.0815,0.1087,0.1087,0.0795,0.1,0.075,603.0836317,1438.433835,2432.606942,3368.067592,400.966189,1229.527473,2249.606731,3068.165852,241.8942343,1021.755539,1982.742259,2681.872385,218.4282753,980.9833665,1896.984708,2557.166158,196.9934632,943.9352435,1808.17883,2433.87406,191.2472267,920.0703895,1774.466012,2386.970015,185.4163774,896.8547759,1739.078619,2338.709141
Equatorial Guinea,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Eritrea,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Estonia,0.068,0.0447,0.068,0.0488,0.1,0.075,1000.164418,1293.011307,2695.9753,3734.908051,518.4842996,1166.311495,2367.39021,3232.224077,269.2995907,999.1818114,2026.204709,2742.410354,229.0438247,971.4308346,1915.023472,2582.291987,201.1359346,939.8835535,1815.69508,2444.343292,193.0172465,918.3258208,1777.718872,2391.500858,186.172682,896.103603,1740.486381,2340.669985
Ethiopia,0.101,0.0753,0.101,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Fiji,0.0599,0.0468,0.0599,0.0611,0.1,0.075,505.6291839,1532.910478,2497.711178,3458.749966,372.1240416,1270.596993,2278.722619,3108.720782,235.1682129,1036.421011,1993.486107,2696.837274,215.8229302,987.1893592,1901.443861,2563.377223,195.9767878,946.5675046,1810.036835,2436.462037,190.8128155,921.2037833,1775.270113,2388.090032,185.2307596,897.3427904,1739.426615,2339.193858
Finland,0.0655,0.0424,0.0655,0.0488,0.1,0.075,551.4901007,1293.011307,2695.9753,3734.908051,385.6968169,1166.311495,2367.39021,3232.224077,238.3333995,999.1818114,2026.204709,2742.410354,217.048975,971.4308346,1915.023472,2582.291987,196.4552233,939.8835535,1815.69508,2444.343292,191.0172443,918.3258208,1777.718872,2391.500858,185.3181092,896.103603,1740.486381,2340.669985
France,0.0509,0.041,0.0642,0.0514,0.1,0.075,810.6075147,1293.011307,2695.9753,3734.908051,462.3839546,1166.311495,2367.39021,3232.224077,256.2169267,999.1818114,2026.204709,2742.410354,223.9762144,971.4308346,1915.023472,2582.291987,199.1584175,939.8835535,1815.69508,2444.343292,192.1722812,918.3258208,1777.718872,2391.500858,185.8116402,896.103603,1740.486381,2340.669985
French Guiana,0.0803,0.066,0.0803,0.0795,0.1,0.075,603.0836317,1438.433835,2432.606942,3368.067592,400.966189,1229.527473,2249.606731,3068.165852,241.8942343,1021.755539,1982.742259,2681.872385,218.4282753,980.9833665,1896.984708,2557.166158,196.9934632,943.9352435,1808.17883,2433.87406,191.2472267,920.0703895,1774.466012,2386.970015,185.4163774,896.8547759,1739.078619,2338.709141
Gabon,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
